	T0A	T0B	T14A	T14B
ENSG00000163931	15512	7724	31725	27203
ENSG00000163932	862	492	2151	2119
ENSG00000163933	1222	791	872	925
ENSG00000163935	548	313	405	367
ENSG00000163938	7328	4740	4598	4882
ENSG00000163939	6189	4534	3846	4059
ENSG00000163945	293	213	330	253
ENSG00000163946	2888	2552	2404	2567
ENSG00000163947	506	387	499	499
ENSG00000163950	2152	1633	1665	1686
ENSG00000163956	3931	2165	4992	4263
ENSG00000163958	0	0	5	2
ENSG00000163959	147	108	186	179
ENSG00000163960	3829	2700	2850	2831
ENSG00000163961	875	534	1564	1601
ENSG00000163964	778	565	1053	960
ENSG00000163975	219	141	226	154
ENSG00000163982	0	0	0	0
ENSG00000163993	27	6	3	2
ENSG00000163995	7	4	425	369
ENSG00000164002	271	195	215	217
ENSG00000164007	0	0	0	0
ENSG00000164008	40	29	36	49
ENSG00000164010	864	535	543	588
ENSG00000164011	393	257	374	381
ENSG00000164022	3050	2237	2040	2082
ENSG00000164023	1741	1448	1371	1441
ENSG00000164024	5500	3474	2437	2428
ENSG00000164031	1003	1188	1271	1324
ENSG00000164032	7209	4985	2368	2529
ENSG00000164035	2	0	6	4
ENSG00000164037	12	11	19	29
ENSG00000164038	1104	714	807	757
ENSG00000164039	1122	698	955	920
ENSG00000164040	13033	10799	10396	10204
ENSG00000164045	86	64	168	170
ENSG00000164047	0	0	18	22
ENSG00000164048	374	242	2862	2856
ENSG00000164049	2	0	1	3
ENSG00000164050	1426	651	1791	1500
ENSG00000164051	717	382	1218	1102
ENSG00000164053	0	0	3	3
ENSG00000164054	8492	3918	4408	4014
ENSG00000164056	89	77	3119	3114
ENSG00000164061	73	23	30	14
ENSG00000164062	4131	2174	4871	4210
ENSG00000164066	1677	1449	783	748
ENSG00000164068	1737	865	1656	1466
ENSG00000164070	232	197	600	492
ENSG00000164073	589	501	539	507
ENSG00000164074	469	373	361	406
ENSG00000164076	0	0	0	0
ENSG00000164077	800	392	835	677
ENSG00000164078	16	13	8	4
ENSG00000164080	1639	972	1872	1709
ENSG00000164081	1946	900	3018	2638
ENSG00000164082	0	0	4	0
ENSG00000164086	873	539	622	553
ENSG00000164087	300	180	164	163
ENSG00000164088	2633	1320	1355	1252
ENSG00000164089	0	0	2	0
ENSG00000164091	9886	6436	7698	7763
ENSG00000164093	54	29	29	22
ENSG00000164096	4178	3155	7087	6733
ENSG00000164099	1205	743	130	137
ENSG00000164100	0	0	0	0
ENSG00000164104	1812	1115	574	571
ENSG00000164105	280	254	464	425
ENSG00000164106	4122	2501	1191	1192
ENSG00000164107	144	106	157	198
ENSG00000164109	211	204	230	166
ENSG00000164111	63002	42570	58882	58829
ENSG00000164112	6	2	4	6
ENSG00000164113	0	0	0	0
ENSG00000164114	620	617	559	584
ENSG00000164116	24	14	10	8
ENSG00000164117	713	542	1123	1132
ENSG00000164118	372	286	456	442
ENSG00000164120	0	0	248	261
ENSG00000164122	0	2	2	7
ENSG00000164123	0	0	0	0
ENSG00000164124	49	63	208	186
ENSG00000164125	4080	3673	2669	2719
ENSG00000164128	20	12	268	282
ENSG00000164129	0	0	32	40
ENSG00000164134	2173	1625	2706	2879
ENSG00000164136	133	55	23	10
ENSG00000164142	2	2	19	16
ENSG00000164144	1446	1109	1368	1424
ENSG00000164151	3792	2693	3443	3438
ENSG00000164161	1	1	9	18
ENSG00000164162	318	224	395	440
ENSG00000164163	3900	3247	3174	3536
ENSG00000164164	2753	2132	2207	2229
ENSG00000164167	592	478	623	607
ENSG00000164168	1991	1508	2812	3036
ENSG00000164169	413	258	667	540
ENSG00000164171	255	192	79	108
ENSG00000164172	2172	1693	1843	1791
ENSG00000164175	6	2	0	4
ENSG00000164176	2075	1664	2919	2893
ENSG00000164180	331	318	438	396
ENSG00000164181	0	2	4	0
ENSG00000164182	1752	1271	1121	1039
ENSG00000164185	18	11	3	7
ENSG00000164187	846	758	1196	1074
ENSG00000164188	2	0	171	148
ENSG00000164190	4312	3040	4080	4190
ENSG00000164197	65	48	106	95
ENSG00000164199	1	2	26	14
ENSG00000164209	1868	1732	2863	2954
ENSG00000164211	2040	1990	2716	2690
ENSG00000164219	536	484	690	696
ENSG00000164220	132	63	39	29
ENSG00000164221	339	295	213	230
ENSG00000164236	315	181	529	473
ENSG00000164237	1743	1207	2276	2098
ENSG00000164241	186	120	163	124
ENSG00000164244	5725	3849	3310	3252
ENSG00000164251	105	70	6	2
ENSG00000164252	1774	1455	1931	1964
ENSG00000164253	4366	3102	2635	2815
ENSG00000164256	0	0	1	0
ENSG00000164258	3129	2003	2603	2633
ENSG00000164265	0	0	1	0
ENSG00000164266	0	0	0	0
ENSG00000164270	0	0	0	0
ENSG00000164283	2	0	1	4
ENSG00000164284	1218	1111	882	961
ENSG00000164287	0	0	0	0
ENSG00000164291	493	373	814	764
ENSG00000164292	9171	7612	22833	23627
ENSG00000164294	12306	8869	6196	6408
ENSG00000164296	440	253	454	431
ENSG00000164299	0	0	0	0
ENSG00000164300	1546	1097	1314	1287
ENSG00000164303	2	0	4	3
ENSG00000164304	0	0	1	0
ENSG00000164305	2312	1824	1675	1765
ENSG00000164306	466	369	314	327
ENSG00000164307	8576	5629	6505	6409
ENSG00000164308	113	86	81	91
ENSG00000164309	119	72	258	373
ENSG00000164318	153	109	441	420
ENSG00000164323	3391	2900	2488	2684
ENSG00000164325	0	0	0	0
ENSG00000164326	0	0	0	0
ENSG00000164327	1352	1215	1204	1215
ENSG00000164329	1897	1499	1719	1749
ENSG00000164330	1958	1304	3714	3606
ENSG00000164331	783	550	445	455
ENSG00000164332	1390	1230	1503	1635
ENSG00000164334	0	0	0	0
ENSG00000164338	754	543	949	951
ENSG00000164342	361	287	479	534
ENSG00000164344	6	6	23	26
ENSG00000164346	3779	2370	3681	3634
ENSG00000164347	1160	854	2565	2681
ENSG00000164362	0	0	0	0
ENSG00000164363	0	0	0	0
ENSG00000164366	1308	857	1349	1284
ENSG00000164379	0	0	0	0
ENSG00000164385	10	4	6	3
ENSG00000164393	0	0	0	0
ENSG00000164398	0	0	16	7
ENSG00000164399	0	0	0	0
ENSG00000164400	0	0	2	2
ENSG00000164402	4444	2681	2951	2909
ENSG00000164403	208	123	179	131
ENSG00000164404	11	10	32	52
ENSG00000164405	3849	2368	5137	4841
ENSG00000164406	16	18	33	54
ENSG00000164411	1	0	0	0
ENSG00000164414	285	251	301	330
ENSG00000164418	2	2	65	72
ENSG00000164430	153	158	101	76
ENSG00000164434	0	2	387	397
ENSG00000164438	0	0	0	0
ENSG00000164440	28	14	14	8
ENSG00000164442	9678	6379	2850	2557
ENSG00000164451	0	0	0	2
ENSG00000164458	0	0	0	0
ENSG00000164463	843	729	687	712
ENSG00000164465	2281	1538	613	636
ENSG00000164466	1778	1139	1574	1619
ENSG00000164483	0	0	5	8
ENSG00000164484	382	309	845	856
ENSG00000164485	0	0	0	0
ENSG00000164488	0	0	0	0
ENSG00000164494	1192	912	1877	1779
ENSG00000164500	0	0	0	0
ENSG00000164506	5810	4078	2901	2763
ENSG00000164508	0	0	0	0
ENSG00000164509	30	31	9	6
ENSG00000164512	5	1	5	8
ENSG00000164520	11	6	17	8
ENSG00000164530	3649	1919	4	6
ENSG00000164532	0	0	0	2
ENSG00000164535	941	528	806	718
ENSG00000164542	94	76	28	31
ENSG00000164543	3221	2548	1627	1654
ENSG00000164548	2682	1829	2276	2369
ENSG00000164556	0	0	0	0
ENSG00000164574	19322	11889	5130	5286
ENSG00000164576	1866	1237	1779	1879
ENSG00000164587	45585	22881	24076	22091
ENSG00000164588	0	0	10	4
ENSG00000164591	40	26	6	10
ENSG00000164597	4340	3071	1662	1882
ENSG00000164600	0	0	0	0
ENSG00000164603	1153	931	974	1098
ENSG00000164604	173	180	59	85
ENSG00000164609	2829	2056	2368	2638
ENSG00000164610	791	493	372	311
ENSG00000164611	492	323	135	166
ENSG00000164615	2045	1595	1548	1681
ENSG00000164616	2	2	0	0
ENSG00000164619	1588	1043	2779	2564
ENSG00000164620	107	73	15	12
ENSG00000164621	0	0	0	0
ENSG00000164626	0	0	2	9
ENSG00000164627	14	7	20	18
ENSG00000164631	1502	1182	1625	1632
ENSG00000164638	221	126	1054	831
ENSG00000164645	0	0	0	0
ENSG00000164647	1723	1227	1521	1475
ENSG00000164649	635	425	236	172
ENSG00000164651	0	0	0	0
ENSG00000164654	1463	1111	1362	1380
ENSG00000164659	368	263	1685	1646
ENSG00000164663	413	271	694	805
ENSG00000164669	5	0	16	23
ENSG00000164674	157	96	156	113
ENSG00000164675	36	14	9	6
ENSG00000164683	18	14	2	7
ENSG00000164684	747	472	1307	1417
ENSG00000164687	261	134	4257	4284
ENSG00000164690	0	0	2	0
ENSG00000164691	2	4	0	2
ENSG00000164692	3335639	1843688	482752	438632
ENSG00000164694	3686	2093	87	89
ENSG00000164695	0	0	0	0
ENSG00000164707	70	48	61	44
ENSG00000164708	0	0	0	0
ENSG00000164713	2861	1526	3010	2642
ENSG00000164715	925	639	968	886
ENSG00000164729	0	0	1	0
ENSG00000164733	71511	40437	55272	51207
ENSG00000164736	0	0	0	0
ENSG00000164740	0	0	0	0
ENSG00000164741	17936	11401	6794	6745
ENSG00000164742	862	491	721	790
ENSG00000164743	218	168	107	108
ENSG00000164744	2	3	0	1
ENSG00000164746	0	0	0	0
ENSG00000164749	0	0	0	0
ENSG00000164751	1919	1292	1494	1512
ENSG00000164754	6616	5210	9234	9541
ENSG00000164756	0	0	0	2
ENSG00000164758	315	238	223	220
ENSG00000164761	299	229	2268	2427
ENSG00000164764	25	13	38	26
ENSG00000164776	19	9	693	624
ENSG00000164778	2	0	2	2
ENSG00000164794	0	0	0	0
ENSG00000164796	0	3	0	0
ENSG00000164808	2318	1522	1657	1644
ENSG00000164815	734	575	760	922
ENSG00000164816	0	0	0	0
ENSG00000164818	1400	777	1061	859
ENSG00000164821	0	0	0	0
ENSG00000164822	0	0	0	0
ENSG00000164823	671	544	1462	1657
ENSG00000164825	0	0	38	34
ENSG00000164828	4610	2930	4157	3824
ENSG00000164830	1622	1204	1905	1911
ENSG00000164841	12	2	2	4
ENSG00000164845	32	17	6	14
ENSG00000164849	4	10	180	124
ENSG00000164850	730	316	711	497
ENSG00000164853	0	0	0	0
ENSG00000164855	9	2	0	0
ENSG00000164867	17	9	40	25
ENSG00000164871	0	0	0	0
ENSG00000164877	587	262	318	216
ENSG00000164879	2	4	16	15
ENSG00000164880	3897	1704	3526	2545
ENSG00000164885	810	476	1117	1059
ENSG00000164889	4064	2072	3672	2866
ENSG00000164893	0	0	4	1
ENSG00000164896	2407	1198	2318	1666
ENSG00000164897	647	268	512	322
ENSG00000164898	64	41	148	121
ENSG00000164900	0	0	0	0
ENSG00000164902	2630	1885	2704	2832
ENSG00000164904	3402	2062	5806	5632
ENSG00000164916	2034	1239	1900	1742
ENSG00000164919	3718	2822	6609	6650
ENSG00000164920	466	289	1431	1337
ENSG00000164924	23336	16857	19678	19912
ENSG00000164929	515	327	46	41
ENSG00000164930	1411	957	870	799
ENSG00000164932	12532	8339	8665	8729
ENSG00000164933	1795	1430	1397	1370
ENSG00000164934	3454	2257	2522	2509
ENSG00000164935	12	9	4	8
ENSG00000164938	1820	1616	2455	2592
ENSG00000164941	1947	1501	1018	1109
ENSG00000164944	4969	3402	4319	4643
ENSG00000164946	23	8	35	72
ENSG00000164949	1280	845	351	361
ENSG00000164951	1603	1205	837	845
ENSG00000164953	429	329	312	278
ENSG00000164961	4232	2885	3480	3814
ENSG00000164967	793	418	821	654
ENSG00000164970	1365	697	1513	1472
ENSG00000164972	7	6	14	18
ENSG00000164975	1609	1239	2221	2084
ENSG00000164976	284	169	845	780
ENSG00000164978	1289	840	939	898
ENSG00000164983	754	777	397	495
ENSG00000164985	3155	2517	1137	1170
ENSG00000164989	212	178	84	121
ENSG00000165006	4871	2594	3886	3538
ENSG00000165023	2	4	0	6
ENSG00000165025	0	0	2	0
ENSG00000165028	33	30	31	47
ENSG00000165029	2121	1340	13486	13326
ENSG00000165030	2542	1765	6142	6336
ENSG00000165046	38	44	95	79
ENSG00000165055	1193	758	1170	1112
ENSG00000165059	0	1	0	1
ENSG00000165060	682	420	595	624
ENSG00000165061	2	0	10	2
ENSG00000165066	0	0	0	0
ENSG00000165071	0	0	4	0
ENSG00000165072	3648	2580	3235	3245
ENSG00000165076	0	0	3	0
ENSG00000165078	0	0	2	0
ENSG00000165084	1	0	167	178
ENSG00000165091	0	2	15	16
ENSG00000165092	323	150	152	186
ENSG00000165097	1322	1008	904	799
ENSG00000165102	5089	3156	5340	5259
ENSG00000165105	6	2	0	0
ENSG00000165113	91	50	194	187
ENSG00000165115	150	142	124	129
ENSG00000165118	1936	1123	810	807
ENSG00000165119	34903	23332	21992	21813
ENSG00000165120	0	0	0	0
ENSG00000165121	85	43	99	71
ENSG00000165124	19369	11620	64473	64680
ENSG00000165125	0	0	8	4
ENSG00000165131	0	0	0	0
ENSG00000165138	2088	1147	1241	1281
ENSG00000165140	3	2	4	14
ENSG00000165152	17	10	19	14
ENSG00000165156	1965	1517	4533	4726
ENSG00000165164	0	0	0	0
ENSG00000165168	0	8	0	0
ENSG00000165169	846	807	887	951
ENSG00000165171	24	26	5	2
ENSG00000165175	2363	1326	6772	5590
ENSG00000165178	0	0	0	0
ENSG00000165181	2	2	0	1
ENSG00000165182	4	0	14	8
ENSG00000165185	236	170	498	506
ENSG00000165186	0	0	0	0
ENSG00000165188	0	0	0	0
ENSG00000165192	0	0	0	0
ENSG00000165194	24	10	38	66
ENSG00000165195	225	191	268	282
ENSG00000165197	50	32	1695	1622
ENSG00000165202	24	13	3	0
ENSG00000165204	0	0	0	0
ENSG00000165209	390	294	452	444
ENSG00000165215	0	0	0	1
ENSG00000165219	3834	2325	4167	4274
ENSG00000165233	544	293	592	437
ENSG00000165238	0	0	0	0
ENSG00000165240	838	684	1133	1037
ENSG00000165244	27	20	64	52
ENSG00000165246	375	292	277	285
ENSG00000165259	341	273	184	237
ENSG00000165264	1318	1077	1758	1635
ENSG00000165269	0	0	13220	12249
ENSG00000165271	3094	1722	2264	2076
ENSG00000165272	58	43	431	422
ENSG00000165275	507	308	371	403
ENSG00000165280	25421	14260	28834	27621
ENSG00000165282	1378	791	1182	1232
ENSG00000165283	5140	2693	3625	3394
ENSG00000165288	1235	863	869	880
ENSG00000165300	0	0	2	2
ENSG00000165304	544	414	241	216
ENSG00000165309	4	0	2	0
ENSG00000165312	345	296	365	360
ENSG00000165322	1492	1244	1867	1901
ENSG00000165323	205	157	68	30
ENSG00000165325	0	1	0	0
ENSG00000165338	786	688	405	447
ENSG00000165349	2	4	0	0
ENSG00000165355	840	543	1396	1400
ENSG00000165359	626	452	272	219
ENSG00000165370	0	0	0	0
ENSG00000165376	2	0	6	14
ENSG00000165379	14	14	9	8
ENSG00000165383	0	0	0	0
ENSG00000165389	862	670	1647	1477
ENSG00000165392	1315	936	1117	1028
ENSG00000165406	2323	1526	1297	1310
ENSG00000165409	0	0	157	153
ENSG00000165410	7518	5767	4053	4156
ENSG00000165416	2721	2027	1825	1834
ENSG00000165417	1786	1476	1546	1588
ENSG00000165424	5372	3256	10274	9143
ENSG00000165434	897	735	269	246
ENSG00000165443	1	0	6	4
ENSG00000165449	10	5	2	0
ENSG00000165457	0	0	0	0
ENSG00000165458	10148	5371	4316	3837
ENSG00000165462	0	0	0	0
ENSG00000165471	0	0	0	0
ENSG00000165474	293	196	10	16
ENSG00000165475	613	317	770	694
ENSG00000165476	3433	2629	5560	5626
ENSG00000165478	0	0	56	35
ENSG00000165480	128	122	77	51
ENSG00000165487	1366	1322	1644	1776
ENSG00000165490	82	76	74	124
ENSG00000165494	2472	1670	2954	2949
ENSG00000165495	1187	619	45	35
ENSG00000165496	1	2	0	0
ENSG00000165501	188	190	484	473
ENSG00000165502	5129	2951	5435	5445
ENSG00000165506	390	338	495	520
ENSG00000165507	1028	588	1809	1805
ENSG00000165509	0	0	0	0
ENSG00000165511	108	57	50	63
ENSG00000165512	906	884	432	489
ENSG00000165516	2345	1705	1974	2026
ENSG00000165521	0	0	8	2
ENSG00000165525	2089	1522	2908	2853
ENSG00000165526	1212	728	1489	1317
ENSG00000165527	4357	3280	3387	3273
ENSG00000165533	1518	995	932	871
ENSG00000165548	0	0	0	0
ENSG00000165553	0	2	0	0
ENSG00000165555	27	14	12	8
ENSG00000165556	0	0	0	0
ENSG00000165566	0	0	0	2
ENSG00000165568	214	146	203	156
ENSG00000165572	501	373	905	857
ENSG00000165583	0	0	0	0
ENSG00000165584	0	0	0	0
ENSG00000165588	0	0	0	0
ENSG00000165591	4	0	9	5
ENSG00000165606	0	0	0	0
ENSG00000165609	3030	2080	2948	3027
ENSG00000165617	15837	10206	287	239
ENSG00000165621	0	0	0	0
ENSG00000165623	0	0	0	0
ENSG00000165626	1075	690	595	536
ENSG00000165629	7994	5468	9154	9253
ENSG00000165630	350	253	307	327
ENSG00000165632	807	492	582	636
ENSG00000165633	2581	1639	6750	6803
ENSG00000165637	3265	2361	4575	4612
ENSG00000165643	0	0	0	0
ENSG00000165644	41	23	30	28
ENSG00000165646	9	3	28	24
ENSG00000165650	2119	1542	2288	2200
ENSG00000165655	855	626	825	689
ENSG00000165660	1250	932	1286	1235
ENSG00000165661	1721	1015	1017	894
ENSG00000165669	1716	1336	1339	1437
ENSG00000165671	7934	5079	2629	2719
ENSG00000165672	7981	5711	12639	12309
ENSG00000165675	1234	791	564	518
ENSG00000165678	14932	10235	18490	18687
ENSG00000165682	0	0	0	0
ENSG00000165684	758	396	370	321
ENSG00000165685	0	0	2	2
ENSG00000165688	2920	1455	3583	3240
ENSG00000165689	2047	1099	1366	1312
ENSG00000165694	6	14	2	2
ENSG00000165695	51	21	18	16
ENSG00000165698	583	315	321	243
ENSG00000165699	3639	2267	2652	2482
ENSG00000165702	1	0	4	2
ENSG00000165704	1578	1230	948	947
ENSG00000165714	455	284	468	460
ENSG00000165716	14	4	8	4
ENSG00000165724	783	474	832	704
ENSG00000165730	4	0	150	123
ENSG00000165731	3	1	538	608
ENSG00000165732	8741	6593	7696	7965
ENSG00000165733	3220	2108	2883	3102
ENSG00000165752	597	316	887	705
ENSG00000165757	6693	4250	4890	4813
ENSG00000165762	0	0	0	0
ENSG00000165775	2807	1641	3596	3545
ENSG00000165782	1149	643	1435	1236
ENSG00000165792	1096	665	1289	1306
ENSG00000165794	0	0	8	6
ENSG00000165795	50	18	682	723
ENSG00000165799	0	0	0	0
ENSG00000165801	5347	2672	5075	4632
ENSG00000165802	1956	1007	2463	2013
ENSG00000165804	739	342	1102	812
ENSG00000165805	0	2	2	0
ENSG00000165806	2735	1901	3118	2984
ENSG00000165807	19	14	27	18
ENSG00000165810	2	0	2	0
ENSG00000165813	939	781	583	607
ENSG00000165816	5	3	4	1
ENSG00000165819	1695	968	1756	1593
ENSG00000165821	304	154	102	87
ENSG00000165828	0	0	0	0
ENSG00000165832	756	667	797	720
ENSG00000165837	4	1	1	8
ENSG00000165841	0	0	0	0
ENSG00000165861	2545	1400	2379	2254
ENSG00000165863	0	0	0	1
ENSG00000165868	1231	676	3156	3168
ENSG00000165874	2	0	0	0
ENSG00000165879	105	89	86	72
ENSG00000165886	819	385	1167	758
ENSG00000165887	36	22	7	2
ENSG00000165891	118	93	30	27
ENSG00000165895	158	115	506	513
ENSG00000165898	547	399	816	760
ENSG00000165899	8	9	26	52
ENSG00000165905	4	0	0	0
ENSG00000165912	290	131	271	205
ENSG00000165914	1412	771	1111	960
ENSG00000165915	4861	2041	2793	2193
ENSG00000165916	8728	4938	4502	4336
ENSG00000165917	4	12	2	3
ENSG00000165923	17	16	5	18
ENSG00000165929	13	12	103	78
ENSG00000165934	4701	3671	3882	4014
ENSG00000165935	5	2	6	2
ENSG00000165943	771	512	1419	1399
ENSG00000165948	621	331	1048	992
ENSG00000165949	1416	811	139	106
ENSG00000165953	0	2	0	0
ENSG00000165959	216	121	8137	8199
ENSG00000165966	0	0	15	32
ENSG00000165970	0	0	0	0
ENSG00000165972	0	0	2	2
ENSG00000165973	0	0	0	2
ENSG00000165983	1995	1410	695	721
ENSG00000165985	41	41	32	40
ENSG00000165995	4	2	114	118
ENSG00000165996	159	124	1075	959
ENSG00000165997	1021	1110	772	789
ENSG00000166002	902	543	218	188
ENSG00000166004	480	302	466	548
ENSG00000166006	0	0	0	0
ENSG00000166007	0	0	0	0
ENSG00000166012	3184	2912	1742	1791
ENSG00000166013	0	0	0	0
ENSG00000166016	935	557	520	576
ENSG00000166024	572	436	633	713
ENSG00000166025	5139	3038	6619	6318
ENSG00000166033	37533	22086	36566	35232
ENSG00000166035	137	67	39	25
ENSG00000166037	2073	1608	923	1056
ENSG00000166046	1357	904	252	297
ENSG00000166049	0	0	0	0
ENSG00000166068	1747	1377	1395	1512
ENSG00000166069	0	0	0	0
ENSG00000166073	7315	4561	3160	3054
ENSG00000166086	3905	2446	2877	2704
ENSG00000166090	0	0	2	0
ENSG00000166091	0	0	0	0
ENSG00000166104	0	0	4	0
ENSG00000166105	1	0	0	0
ENSG00000166106	4	4	5492	4798
ENSG00000166111	0	0	2	0
ENSG00000166118	0	0	0	0
ENSG00000166123	2612	1531	19606	17957
ENSG00000166126	7	2	4	0
ENSG00000166128	3031	2747	2249	2474
ENSG00000166130	2830	2493	2174	2331
ENSG00000166133	494	299	532	438
ENSG00000166135	5133	3003	3981	3905
ENSG00000166136	515	302	522	536
ENSG00000166140	1072	607	711	623
ENSG00000166143	0	0	0	0
ENSG00000166145	6	12	0	2
ENSG00000166147	197194	119162	81693	79544
ENSG00000166148	0	0	1415	1523
ENSG00000166152	0	0	0	0
ENSG00000166153	6	20	35	32
ENSG00000166159	0	0	0	0
ENSG00000166160	0	0	0	0
ENSG00000166164	2165	1540	1981	2006
ENSG00000166165	42	37	3576	2854
ENSG00000166166	759	357	739	554
ENSG00000166167	1062	666	1256	1280
ENSG00000166169	1031	572	704	621
ENSG00000166170	2134	1545	4234	4456
ENSG00000166171	966	522	588	481
ENSG00000166173	4864	2943	2382	2221
ENSG00000166181	4059	3147	4042	4219
ENSG00000166183	0	0	0	0
ENSG00000166188	739	406	463	391
ENSG00000166189	1055	521	1181	1016
ENSG00000166192	135	105	235	231
ENSG00000166197	6159	3637	4513	4510
ENSG00000166199	1518	926	773	744
ENSG00000166200	3991	3595	5436	5993
ENSG00000166206	77	55	120	98
ENSG00000166211	0	0	0	0
ENSG00000166220	0	0	37	35
ENSG00000166224	5649	3538	2926	3060
ENSG00000166225	1832	1497	1646	1487
ENSG00000166226	12089	8185	7738	8428
ENSG00000166228	1496	793	2874	2537
ENSG00000166233	3825	2628	4306	4167
ENSG00000166246	97	45	35	52
ENSG00000166250	14336	10508	13282	13805
ENSG00000166257	24	22	10	0
ENSG00000166260	777	677	1257	1186
ENSG00000166261	1172	703	588	558
ENSG00000166262	93	52	17	22
ENSG00000166263	525	356	493	571
ENSG00000166265	0	0	0	0
ENSG00000166266	1796	1468	1756	1885
ENSG00000166268	4	2	4	4
ENSG00000166272	5225	2916	7046	6719
ENSG00000166275	520	537	873	941
ENSG00000166278	200	111	49	34
ENSG00000166289	1069	555	419	285
ENSG00000166292	22	24	304	297
ENSG00000166295	3389	2333	3063	3220
ENSG00000166311	1816	932	2462	2105
ENSG00000166313	1682	853	655	516
ENSG00000166317	9	2	5	0
ENSG00000166321	72	59	245	232
ENSG00000166323	16	10	26	26
ENSG00000166326	7790	5050	8238	8838
ENSG00000166329	0	0	0	0
ENSG00000166333	48	27	32	40
ENSG00000166337	3399	1642	1759	1604
ENSG00000166340	11554	6266	8464	8060
ENSG00000166341	2853	1416	252	219
ENSG00000166342	329	213	6	4
ENSG00000166343	129	60	58	56
ENSG00000166347	2572	1504	35149	33342
ENSG00000166348	483	260	326	325
ENSG00000166349	16	16	14	12
ENSG00000166351	0	0	0	0
ENSG00000166352	524	448	468	483
ENSG00000166359	22	15	34	26
ENSG00000166363	0	0	0	0
ENSG00000166368	0	0	0	0
ENSG00000166377	738	449	940	796
ENSG00000166387	890	533	724	624
ENSG00000166391	0	0	3	0
ENSG00000166394	1253	738	270	282
ENSG00000166396	1462	1006	239	262
ENSG00000166398	2069	1206	1006	951
ENSG00000166401	1048	730	800	867
ENSG00000166402	1074	608	795	680
ENSG00000166405	0	2	7	4
ENSG00000166407	0	0	0	0
ENSG00000166408	0	0	0	0
ENSG00000166411	1068	652	1897	1902
ENSG00000166415	0	0	0	0
ENSG00000166426	0	0	0	0
ENSG00000166428	3	0	2	2
ENSG00000166432	16	12	24	45
ENSG00000166435	554	317	444	385
ENSG00000166436	882	518	722	800
ENSG00000166439	1321	900	669	718
ENSG00000166441	35587	20211	18572	16647
ENSG00000166444	5310	2806	1590	1435
ENSG00000166446	420	308	1135	1114
ENSG00000166448	26	8	20	21
ENSG00000166450	138	134	90	98
ENSG00000166451	548	409	728	839
ENSG00000166452	1485	937	701	684
ENSG00000166454	4690	3204	4016	3943
ENSG00000166455	58	23	102	99
ENSG00000166471	834	781	764	865
ENSG00000166473	6	2	1638	1583
ENSG00000166477	1346	923	1779	1734
ENSG00000166478	852	524	777	838
ENSG00000166479	4726	4099	4589	4775
ENSG00000166482	50530	24213	4146	3604
ENSG00000166483	1327	991	1699	1729
ENSG00000166484	1569	825	943	837
ENSG00000166492	16	11	9	11
ENSG00000166501	4	0	0	0
ENSG00000166503	2316	1868	705	800
ENSG00000166507	21	18	19	17
ENSG00000166508	2850	1630	1463	1313
ENSG00000166509	0	0	0	0
ENSG00000166510	0	0	6	6
ENSG00000166523	0	0	0	0
ENSG00000166526	1589	1055	1367	1312
ENSG00000166527	0	0	8	9
ENSG00000166529	286	219	307	230
ENSG00000166530	6	2	3	4
ENSG00000166532	1131	848	918	969
ENSG00000166535	1	2	9	6
